127.0.0.1, 2017-01-31 17:36:18, GET, /, HTTP/1.1, 303, 0.004000
127.0.0.1, 2017-01-31 17:36:19, GET, /welcome/default/index, HTTP/1.1, 200, 0.840000
127.0.0.1, 2017-01-31 17:36:19, GET, /welcome/static/css/bootstrap.min.css, HTTP/1.1, 200, 0.000000
127.0.0.1, 2017-01-31 17:36:19, GET, /welcome/static/css/web2py-bootstrap3.css, HTTP/1.1, 200, 0.004000
127.0.0.1, 2017-01-31 17:36:19, GET, /welcome/static/js/modernizr-2.8.3.min.js, HTTP/1.1, 200, 0.004000
127.0.0.1, 2017-01-31 17:36:19, GET, /welcome/static/js/jquery.js, HTTP/1.1, 200, 0.000000
127.0.0.1, 2017-01-31 17:36:19, GET, /welcome/static/css/calendar.css, HTTP/1.1, 200, 0.000000
127.0.0.1, 2017-01-31 17:36:19, GET, /welcome/static/js/calendar.js, HTTP/1.1, 200, 0.000000
127.0.0.1, 2017-01-31 17:36:19, GET, /welcome/static/js/web2py.js, HTTP/1.1, 200, 0.008000
127.0.0.1, 2017-01-31 17:36:19, GET, /welcome/static/js/bootstrap.min.js, HTTP/1.1, 200, 0.004000
127.0.0.1, 2017-01-31 17:36:19, GET, /welcome/static/js/web2py-bootstrap3.js, HTTP/1.1, 200, 0.004000
127.0.0.1, 2017-01-31 17:36:19, GET, /welcome/static/js/share.js, HTTP/1.1, 200, 0.004000
127.0.0.1, 2017-01-31 17:36:20, GET, /welcome/static/images/background.jpg, HTTP/1.1, 200, 0.004000
127.0.0.1, 2017-01-31 17:36:20, GET, /welcome/static/fonts/glyphicons-halflings-regular.woff2, HTTP/1.1, 200, 0.012000
127.0.0.1, 2017-01-31 17:36:20, GET, /welcome/static/images/twitter.png, HTTP/1.1, 200, 0.000000
127.0.0.1, 2017-01-31 17:36:20, GET, /welcome/static/images/facebook.png, HTTP/1.1, 200, 0.000000
127.0.0.1, 2017-01-31 17:36:20, GET, /welcome/static/images/gplus-32.png, HTTP/1.1, 200, 0.000000
127.0.0.1, 2017-01-31 17:36:20, GET, /welcome/static/images/favicon.ico, HTTP/1.1, 200, 0.000000
127.0.0.1, 2017-01-31 17:36:44, GET, /admin/default/index, HTTP/1.1, 200, 0.460000
127.0.0.1, 2017-01-31 17:36:44, GET, /admin/static/_2.14.6/plugin_multiselect/multi-select.css, HTTP/1.1, 200, 0.004000
4000
127.0.0.1, 2017-01-31 17:36:44, GET, /admin/static/_2.14.6/js/jquery.js, HTTP/1.1, 200, 0.028000
127.0.0.1, 2017-01-31 17:36:44, GET, /admin/static/_2.14.6/js/calendar.js, HTTP/1.1, 200, 0.016000
127.0.0.1, 2017-01-31 17:36:44, GET, /admin/static/_2.14.6/js/web2py.js, HTTP/1.1, 200, 0.012000
127.0.0.1, 2017-01-31 17:36:44, GET, /admin/static/_2.14.6/css/calendar.css, HTTP/1.1, 200, 0.036000
127.0.0.1, 2017-01-31 17:36:44, GET, /admin/static/_2.14.6/plugin_multiselect/start.js, HTTP/1.1, 200, 0.004000
127.0.0.1, 2017-01-31 17:36:44, GET, /admin/static/_2.14.6/plugin_statebutton/js/bootstrap-switch.js, HTTP/1.1, 200, 0.004000
127.0.0.1, 2017-01-31 17:36:44, GET, /admin/static/_2.14.6/plugin_statebutton/css/bootstrap-switch.css, HTTP/1.1, 200, 0.005000
